Unnamed: 0,Date,Adj Close,Close,High,Low,Open,Volume,Sentiment,Predicted_Close
29,2013-07-15,-1.9623022296381205,-1.9623022296381205,-1.9114394364173972,-1.9245040516126573,-1.8712435885074208,0.6568639713516086,1,
30,2013-07-16,-2.2514587429735093,-2.2514587429735093,-2.0203738813509977,-2.238852810310805,-1.978522256851018,5.755655979894141,-1,
31,2013-07-17,-2.0736138519767144,-2.0736138519767144,-2.094147995723344,-2.283943642810695,-2.292570845328476,4.315039136268028,1,
32,2013-07-18,-2.0929865227851856,-2.0929865227851856,-2.0767246729066318,-2.095849952291436,-2.062914866877466,0.9920290025107084,-1,
33,2013-07-19,-2.0826650169153003,-2.0826650169153003,-2.110943275058925,-2.0905356965839363,-2.102170926227572,-0.2589176388243127,0,
34,2013-07-22,-2.038997885020497,-2.038997885020497,-2.014723286355411,-2.036265370524573,-2.08007935377702,0.6285644776317306,0,
35,2013-07-23,-2.034075299714784,-2.034075299714784,-2.0323031148233026,-2.005023831417119,-2.0147584969070675,0.1603736561698016,0,
36,2013-07-24,-2.050589618246275,-2.050589618246275,-2.048941663965881,-2.041418598651625,-2.007288806494404,-0.0366326107051752,0,
37,2013-07-25,-2.012956407018184,-2.012956407018184,-2.0450175710533887,-2.0312731699779683,-2.0719739837297864,-0.396554020800605,0,
38,2013-07-26,-1.928479927628521,-1.928479927628521,-1.9519366770464093,-1.9278858611705427,-1.9489608803111875,0.5911573619361937,-1,
39,2013-07-29,-1.845432908315867,-1.845432908315867,-1.8783195174088905,-1.9014754950292465,-1.930207194325208,0.601559583544303,1,
40,2013-07-30,-1.8911642732394025,-1.8911642732394025,-1.8450426436655567,-1.902602918460874,-1.8431127184986047,1.3847015120797048,0,
41,2013-07-31,-1.8508318288800396,-1.8508318288800396,-1.884598155885608,-1.84994298339023,-1.8785543590114413,-0.154123205418601,0,
42,2013-08-01,-1.8306653795495431,-1.8306653795495431,-1.8602686001946944,-1.8309403466864929,-1.839934092972522,-0.3876280970189741,0,
43,2013-08-02,-1.791761940965559,-1.791761940965559,-1.833113185651428,-1.815158491960194,-1.84645026393333,-0.1727018457579751,0,
44,2013-08-05,-1.685690233620836,-1.685690233620836,-1.728887831846278,-1.7178906919467516,-1.7603095349118134,0.7200722305991368,0,
45,2013-08-06,-1.7258638995607123,-1.7258638995607123,-1.7157027359535353,-1.6945400802024468,-1.6849760417376858,0.5051686916123913,-1,
46,2013-08-07,-1.851625720977472,-1.851625720977472,-1.7750358920127003,-1.8352883217270604,-1.730430318554698,2.539666082419378,1,
47,2013-08-08,-1.545955002686,-1.545955002686,-1.509292215354158,-1.5438072072161253,-1.5324017891324873,4.591629212127316,1,
48,2013-08-09,-1.5535770482737992,-1.5535770482737992,-1.5552833207857546,-1.531085337255316,-1.5633934448501008,0.4309449793519089,0,
49,2013-08-12,-1.642817107398873,-1.642817107398873,-1.640829938437402,-1.679241308217489,-1.6105960680154128,1.7901610320534294,0,
50,2013-08-13,-1.6737811707068997,-1.6737811707068997,-1.6511896245614393,-1.6405919244882268,-1.6094834013016837,0.3903354329866266,0,
51,2013-08-14,-1.7701664858596835,-1.7701664858596835,-1.7296726055204117,-1.7436571781347583,-1.7172390567244395,1.059189197478348,0,
52,2013-08-15,-1.7652441277047852,-1.7652441277047852,-1.7491365644316952,-1.7927740456985712,-1.817206954564016,0.7151890916346314,0,
53,2013-08-16,-1.7282458030038257,-1.7282458030038257,-1.7442705185684186,-1.6966336691167565,-1.7345624635326364,0.0176724370349757,0,
54,2013-08-19,-1.6821968812413168,-1.6821968812413168,-1.6898034083725304,-1.666680235468629,-1.705954833797892,0.228805738495638,1,
55,2013-08-20,-1.607883129302053,-1.607883129302053,-1.6521313529703998,-1.5995268966837608,-1.6229927303024585,-0.1390195430400145,1,
56,2013-08-21,-1.635195061811074,-1.635195061811074,-1.6438120783991106,-1.61160488669128,-1.6015369511630926,-0.1735194876311016,0,
57,2013-08-22,-1.4884731261172,-1.4884731261172,-1.5312674500226708,-1.5811683703018116,-1.613933613450138,0.8090362088501495,1,
58,2013-08-23,-1.413206703661017,-1.413206703661017,-1.4556098788324037,-1.4706956175862191,-1.490284830396969,1.3403898650111,1,
59,2013-08-26,-1.3754147140134387,-1.3754147140134387,-1.2876561873092915,-1.3861499179020846,-1.3607557833707933,3.893067792911999,1,
60,2013-08-27,-1.331112354865282,-1.331112354865282,-1.3535818913148283,-1.3748772961652986,-1.406051367632394,2.3931037766614547,-1,
61,2013-08-28,-1.3400044006581586,-1.3400044006581586,-1.3112009693260718,-1.3378381882405062,-1.2986135520269235,1.7510732080631324,1,
62,2013-08-29,-1.3461972133197644,-1.3461972133197644,-1.3700632611807568,-1.3497551506675782,-1.3755364716407086,0.5463914693825185,0,
63,2013-08-30,-1.2995129507284946,-1.2995129507284946,-1.34714607356146,-1.326404308554775,-1.341366190397012,0.9080617245954689,1,
64,2013-09-03,-1.3004658483962288,-1.3004658483962288,-1.2766684577041232,-1.2871108145037249,-1.229637309904961,1.1426113808115037,1,
65,2013-09-04,-1.2737890295651542,-1.2737890295651542,-1.3093175125081502,-1.3006382831037648,-1.287329556453607,1.009653727331435,0,
66,2013-09-05,-1.2847456491129852,-1.2847456491129852,-1.3112009693260718,-1.2573184084360445,-1.28208474476194,-0.0783550585088797,0,
67,2013-09-06,-1.3317474685432285,-1.3317474685432285,-1.339455067013125,-1.3072406442705908,-1.3064013096101033,0.360991174651087,1,
68,2013-09-09,-1.4313088063873731,-1.4313088063873731,-1.4210771426686324,-1.4141707902163485,-1.3930187983575475,1.6612234511162327,0,
69,2013-09-10,-1.341274855164866,-1.341274855164866,-1.3739873540932497,-1.380030409108101,-1.419560469279938,0.4400526013275678,1,
70,2013-09-11,-1.386530111980757,-1.386530111980757,-1.367708940158355,-1.3558744290930629,-1.340730510762442,-0.2720453333428435,0,
71,2013-09-12,-1.3641407647774488,-1.3641407647774488,-1.385602902637724,-1.3819627400734655,-1.3790329369840768,-0.1976626351625865,1,
72,2013-09-13,-1.3544543725855096,-1.3544543725855096,-1.3917245863796148,-1.3553913463517218,-1.3985816772197313,-0.3700033721982476,1,
73,2013-09-16,-1.3379402812048338,-1.3379402812048338,-1.321403700715282,-1.2959677921653068,-1.3154604264624234,0.1236933332503771,0,
74,2013-09-17,-1.3434979801884923,-1.3434979801884923,-1.3595466203218924,-1.3360666544870907,-1.3618684500845226,-0.3482677257376351,1,
75,2013-09-18,-1.3436567586079795,-1.3436567586079795,-1.3747723523092066,-1.3225394162555486,-1.3302411147323387,-0.3612591466106449,1,
76,2013-09-19,-1.1578726059106348,-1.1578726059106348,-1.1704024678044016,-1.2439521977849493,-1.2709594417440353,1.945149591559406,1,
77,2013-09-20,-1.0710144502286738,-1.0710144502286738,-1.0862684427661948,-1.0912869938332637,-1.142224994261073,1.4470921294541066,1,
78,2013-09-23,-1.1072184285305713,-1.1072184285305713,-1.0917625321106028,-1.1146378359460665,-1.0535413193480436,0.2596262946576559,0,
79,2013-09-24,-1.087846325599138,-1.087846325599138,-1.0999246274052412,-1.1059416554964332,-1.13841068910042,-0.1719069161591021,0,
80,2013-09-25,-1.0416383982663275,-1.0416383982663275,-1.0788911211456902,-1.0600455699100588,-1.0681630877093162,0.2776371281406922,0,-1.0559700089186448
81,2013-09-26,-0.9876496469262316,-0.9876496469262316,-1.0258366035632422,-0.97775448672068,-1.0182585987438495,-0.0944580609546208,0,-1.0359196912720017
82,2013-09-27,-0.9517629983124926,-0.9517629983124926,-1.0007220496563711,-0.9645490732815338,-1.0052262568222337,-0.2529897352441456,1,-0.979905185182535
83,2013-09-30,-0.9125422300403504,-0.9125422300403504,-0.9501788078311516,-0.9392661305718646,-0.981704291517283,0.4302636111243035,0,-0.9448760903081053
84,2013-10-01,-0.9184172587121676,-0.9184172587121676,-0.9544170347551216,-0.933307649358328,-0.9028743329997876,0.1648025496492367,0,-0.9152033005350884
85,2013-10-02,-1.1097593375439856,-1.1097593375439856,-0.9920888656154284,-1.1421756255189908,-0.9882204624780908,3.121827096085438,-1,-0.9015924544262475
86,2013-10-03,-1.2310746817626774,-1.2310746817626774,-1.1826458352881837,-1.2613445586842165,-1.2034137061530872,3.81253006840904,-1,-1.0908208204848076
87,2013-10-04,-1.1092827751347112,-1.1092827751347112,-1.1592577834644064,-1.1864612049323966,-1.1819579270137213,1.677008481722425,-1,-1.2321657578868874
88,2013-10-07,-1.0760955868030588,-1.0760955868030588,-1.072141618464492,-1.0639104622092854,-1.085645641779387,1.0119022424825328,0,-1.143169614394703
89,2013-10-08,-1.2085263289890684,-1.2085263289890684,-1.0846988954179273,-1.1774431996903671,-1.0548129059704154,1.5278342644253475,0,-1.0624785414037337
90,2013-10-09,-1.3030065302588285,-1.3030065302588285,-1.2564197251187057,-1.3660198577667195,-1.2084993705828804,1.8819867568603847,0,-1.1273939250797633
91,2013-10-10,-1.2371084888539818,-1.2371084888539818,-1.2444902671045772,-1.2341288242721862,-1.234564281779343,0.4209970032288699,0,-1.2647378561259293
92,2013-10-11,-1.1454869805874242,-1.1454869805874242,-1.188924249223078,-1.2098120470451998,-1.2399677860264215,0.2909010963047441,0,-1.228778136683146
93,2013-10-14,-1.1292904460457214,-1.1292904460457214,-1.1385381866745092,-1.162305455285857,-1.2042083056963002,0.1679141312219681,0,-1.178772052180946
94,2013-10-15,-1.0622809557044688,-1.0622809557044688,-1.0398064731301182,-1.0168869531912834,-1.0408268172437132,0.8967282997429655,0,-1.1423544687873861
95,2013-10-16,-1.0683149899465876,-1.0683149899465876,-1.0631945249538954,-1.0344403416709975,-1.0468662284785928,0.2668942224187803,1,-1.0540445253546946
96,2013-10-17,-1.0803828312800108,-1.0803828312800108,-1.1024361277042931,-1.0521545273626598,-1.0684809275266014,-0.0738807404809375,-1,-1.0392571405019595
97,2013-10-18,-1.0708554446583725,-1.0708554446583725,-1.0842280312134471,-1.0275154646062814,-1.0587861310397109,-0.2497191677516397,0,-1.049389019046239
98,2013-10-21,-1.2423486309986678,-1.2423486309986678,-1.1245683171076324,-1.2130328290226389,-1.0726130725045395,1.0224634500104166,0,-1.037010842321796
99,2013-10-22,-1.259180506369132,-1.259180506369132,-1.212626210516508,-1.2917808447051855,-1.275727493709775,0.989439803245808,-1,-1.1609806650879129
100,2013-10-23,-1.3709684639661857,-1.3709684639661857,-1.3063349234627948,-1.387760193706555,-1.300997578009793,1.428627050486,1,-1.2412881191154388
101,2013-10-24,-1.2336153636252776,-1.2336153636252776,-1.264111180750688,-1.344601807356277,-1.363139809353663,0.8620239446835968,1,-1.3359315294049812
102,2013-10-25,-1.2890328935899376,-1.2890328935899376,-1.264111180750688,-1.2806692505488475,-1.2167638878919875,0.1283720617466009,-1,-1.2943114340980557
103,2013-10-28,-1.3970101691193142,-1.3970101691193142,-1.326897565517866,-1.3547474663984318,-1.2808133854927994,0.1842896809587514,0,-1.263482960914665
104,2013-10-29,-1.3714447992246452,-1.3714447992246452,-1.4061655446927956,-1.502903437360605,-1.3987403697751422,1.608349276654053,0,-1.326210441344389
105,2013-10-30,-1.4548096025270871,-1.4548096025270871,-1.3711619443245442,-1.4196459583200456,-1.3690203006799009,0.3115011290526809,0,-1.4118056162193786
106,2013-10-31,-1.443376647720796,-1.443376647720796,-1.4534122880030051,-1.4980721492101978,-1.5114227697190494,0.5231795250954275,1,-1.4062162676625407
107,2013-11-01,-1.4079667886671452,-1.4079667886671452,-1.39910190800012,-1.383573246246434,-1.3949260646144896,0.034138835868773,-1,-1.4508863661168436
108,2013-11-04,-1.201063288971571,-1.201063288971571,-1.2501410866419884,-1.3222173610946546,-1.363139809353663,1.3832025019789729,0,-1.3998137994450706
109,2013-11-05,-1.175498373378531,-1.175498373378531,-1.1553336905519145,-1.2072353753895495,-1.1247426675442336,3.506050639632128,1,-1.29223829477278
110,2013-11-06,-1.5827943218166582,-1.5827943218166582,-1.4802535685347948,-1.6099943805183117,-1.5250907912752354,5.460350990049958,-1,-1.2435652831892126
111,2013-11-07,-1.763656116359105,-1.763656116359105,-1.7169583738321492,-1.750581594462478,-1.693876011328132,3.4646234513937184,-1,-1.5286193186012604
112,2013-11-08,-1.7925558330629918,-1.7925558330629918,-1.796226353007079,-1.8359326624173469,-1.816412127667572,3.508503565251506,-1,-1.6999960554462463
113,2013-11-11,-1.6853726767818629,-1.6853726767818629,-1.720568557274989,-1.7589557197512176,-1.7445753271900433,1.5824345717307942,-1,-1.7761770135967319
114,2013-11-12,-1.7949375093552906,-1.7949375093552906,-1.73187019634981,-1.7737714089948338,-1.6859295611895408,1.8067409922584945,-1,-1.7559901233088628
115,2013-11-13,-1.780646542998241,-1.780646542998241,-1.7684433440663292,-1.771194967707682,-1.747118273081555,1.2782490826534867,-1,-1.78884466235044
116,2013-11-14,-1.7981135320466513,-1.7981135320466513,-1.799365672245438,-1.8071064218323485,-1.77763294172001,1.174999083897014,0,-1.8013528571827164
117,2013-11-15,-1.8322533908952237,-1.8322533908952237,-1.8378222767798784,-1.803241529533122,-1.810531863694565,0.6518218464673285,-1,-1.818621907551061
118,2013-11-18,-2.052494959280114,-2.052494959280114,-1.8770638795302763,-2.0406134607493898,-1.8356430280859413,3.658472712147457,-1,-1.8254026319319265
119,2013-11-19,-1.980880667622936,-1.980880667622936,-1.9783068688318943,-2.04689399712382,-2.087390351634272,2.903970961445736,0,-1.9485902009310214
120,2013-11-20,-2.059957999297612,-2.059957999297612,-2.002636649064632,-2.0494706687794704,-1.981701109730332,1.548820405835594,1,-1.9868440070610636
121,2013-11-21,-2.0442378000143684,-2.0442378000143684,-2.044389752114082,-2.030306774126788,-2.03239997088578,1.106884973410727,0,-2.0039375151078325
122,2013-11-22,-2.0556707548206594,-2.0556707548206594,-2.0764107634369777,-2.0676680523967232,-2.053220070390576,0.9235742079106184,0,-2.007188563670348
123,2013-11-25,-2.064245470925378,-2.064245470925378,-2.0279083822481536,-2.029501636224553,-2.0068120467684767,0.7351986052519769,0,-2.0201467570133307
124,2013-11-26,-2.0696443914895504,-2.0696443914895504,-2.076881852183281,-2.0971382881192606,-2.088184951177485,1.5569741122926053,1,-2.005887905898673
125,2013-11-27,-1.9673833662125049,-1.9673833662125049,-2.0104850594314407,-2.042062824157662,-2.057511362630388,1.212224501398523,0,-2.036694927881871
126,2013-11-29,-1.9619846727991472,-1.9619846727991472,-1.9533492696598505,-1.9219276103255047,-1.92305534372983,0.6100312618408635,0,-1.9978348869997204
127,2013-12-02,-2.0113683956725037,-2.0113683956725037,-1.9853705055245696,-1.971044477889318,-1.97740981749052,0.1637350727593216,-1,-1.9401924135756408
128,2013-12-03,-1.6853726767818629,-1.6853726767818629,-1.72810283363032,-1.8476883668954731,-1.8768062400163728,4.23631839370535,-1,-1.9354947199068064
129,2013-12-04,-1.776676855360262,-1.776676855360262,-1.736108198731956,-1.7584726370098764,-1.6918100525157784,1.389402952850182,1,-1.777076176404803
130,2013-12-05,-1.7523821671231152,-1.7523821671231152,-1.753060432802365,-1.720306336021955,-1.7580844288375863,0.5128681525843324,0,-1.7796767769081467
131,2013-12-06,-1.8019244412651432,-1.8019244412651432,-1.7665596627065845,-1.7718388476609717,-1.7364697297895784,0.1997113151768871,0,-1.7515338748155291
132,2013-12-09,-1.734597621235732,-1.734597621235732,-1.7789599849251931,-1.8054961460278784,-1.808147837711696,0.46133400230311,1,-1.7550059899133623
133,2013-12-10,-1.725229013033581,-1.725229013033581,-1.7135051451241368,-1.7145088823888657,-1.759673627924012,0.8444219321371237,1,-1.7572595576669243
134,2013-12-11,-1.765561457392944,-1.765561457392944,-1.7577695239308149,-1.7204675939709002,-1.7305892384633403,0.0244179824882692,1,-1.7317353704244796
135,2013-12-12,-1.6413878744726793,-1.6413878744726793,-1.6763041784683104,-1.7359271631678068,-1.7652365067861953,0.8488735378908123,0,-1.7199505577320295
136,2013-12-13,-1.6385296357711066,-1.6385296357711066,-1.6204242511171576,-1.594373783740958,-1.632528606880706,0.808922647478882,0,-1.6986477283408101
137,2013-12-16,-1.633924607304367,-1.633924607304367,-1.6419283970393657,-1.6140205307664834,-1.625694368749382,-0.080626285934231,0,-1.6447699405505234
138,2013-12-17,-1.562151764378518,-1.562151764378518,-1.5760026930338291,-1.6104774632596524,-1.639998297293369,0.7869144537272273,0,-1.6169366507806848
139,2013-12-18,-1.6332897207772352,-1.6332897207772352,-1.5717646906516825,-1.6164361748416871,-1.5659363907416135,1.0337741625886665,1,-1.5994950374241248
140,2013-12-19,-1.7485710307538085,-1.7485710307538085,-1.6957679128377707,-1.7267481303453307,-1.6508057604939892,1.296805010718607,1,-1.6130626831992445
141,2013-12-20,-1.708556143233418,-1.708556143233418,-1.737364061152394,-1.6868100652354956,-1.7353570630758492,0.0868313121369245,-1,-1.6973250235022705
142,2013-12-23,-1.703633557927705,-1.703633557927705,-1.7076973708518994,-1.6703841001874085,-1.6833866152980286,-0.3735691992560492,1,-1.6849234888042848
143,2013-12-24,-1.57882463417868,-1.57882463417868,-1.5706660075078955,-1.5541138938387271,-1.6015369511630926,0.6612020157340296,0,-1.6551961772307784
144,2013-12-26,-1.5138794904415676,-1.5138794904415676,-1.523105354728032,-1.482129266903452,-1.5214354060232247,0.0225328637252276,0,-1.598751514990784
145,2013-12-27,-1.5834294354946046,-1.5834294354946046,-1.562346732936606,-1.5383320391124289,-1.517303261045287,-0.3566031303886746,0,-1.5223076604646053
146,2013-12-30,-1.562469094066676,-1.562469094066676,-1.5731772832651236,-1.5391371770146638,-1.583736557275737,-0.582067876903304,1,-1.5255943418541074
147,2013-12-31,-1.594385827891622,-1.594385827891622,-1.5984490164486451,-1.572794245013072,-1.5646648041192417,-0.6286507513972603,0,-1.5175935208756235
148,2014-01-02,-1.5996259700363078,-1.5996259700363078,-1.6097506555234673,-1.6067735985408729,-1.6047155766891752,-0.1912123492745887,0,-1.531688627828811
149,2014-01-03,-1.6082006861410263,-1.6082006861410263,-1.6143025673752665,-1.5737606408642526,-1.6015369511630926,-0.5303974529765606,0,-1.5663961930470214
150,2014-01-06,-1.648850914490177,-1.648850914490177,-1.6423994857856696,-1.62786982415892,-1.6015369511630926,-0.3791109941739066,0,-1.5516505188613274
151,2014-01-07,-1.611376708832387,-1.611376708832387,-1.6423994857856696,-1.6277087965784731,-1.6393626176587988,-0.453380130982896,0,-1.5810315127250583
152,2014-01-08,-1.58088898078282,-1.58088898078282,-1.590600606081836,-1.571184199577101,-1.619814104776376,-0.1969358423864741,0,-1.5769426756216893
153,2014-01-09,-1.64043520395576,-1.64043520395576,-1.5948386084639825,-1.6019425407589645,-1.5618040184104445,-0.3743641288549222,0,-1.557870175183823
154,2014-01-10,-1.6691759150893453,-1.6691759150893453,-1.66594426780245,-1.6760207566085492,-1.6260124359198984,0.0944399240118516,1,-1.5622972262102282
155,2014-01-13,-1.7704840426986568,-1.7704840426986568,-1.6957679128377707,-1.7473610428535378,-1.6686059270281133,-0.1622087750528518,0,-1.6128419741839302
156,2014-01-14,-1.422257755024195,-1.422257755024195,-1.4603187454190305,-1.765880596815934,-1.752521777328634,4.673438823988472,-1,-1.660086097488005
157,2014-01-15,-1.376843719788818,-1.376843719788818,-1.299742375516423,-1.3563575118344038,-1.3083085758670454,3.051464470448053,0,-1.5341880501712466
158,2014-01-16,-1.2682315577323098,-1.2682315577323098,-1.292365053895918,-1.351526454052495,-1.4028727421063114,1.1195129978956802,0,-1.3943932003297472
159,2014-01-17,-1.2834754217570932,-1.2834754217570932,-1.2845166435291089,-1.2621496965864514,-1.280654465584157,0.4941986631479442,0,-1.323195832677329
160,2014-01-21,-1.1775622656810418,-1.1775622656810418,-1.2203176661484905,-1.21609258341963,-1.2639665110572995,0.6142330325777635,0,-1.2753693092880265
161,2014-01-22,-1.147709878460236,-1.147709878460236,-1.1727570133686267,-1.1524818514045958,-1.1595486284225,-0.0017465574517783,0,-1.2154275055499741
162,2014-01-23,-1.101025615868966,-1.101025615868966,-1.140421868034254,-1.1740613901324817,-1.1687666651834625,0.1901267354419043,0,-1.1548011701791108
163,2014-01-24,-1.2105906755932083,-1.2105906755932083,-1.170245513069575,-1.172289626010568,-1.15891294878793,0.1439981064330182,0,-1.129255055043136
164,2014-01-27,-1.289668234418698,-1.289668234418698,-1.2104288442289337,-1.314326318547256,-1.201665587158019,0.3829539438542347,1,-1.162302416539777
165,2014-01-28,-1.1505681171618087,-1.1505681171618087,-1.193790295086355,-1.2130328290226389,-1.259834366079362,-0.2127890098154266,0,-1.2422567599774668
166,2014-01-29,-1.2005869537131113,-1.2005869537131113,-1.1920637930032605,-1.1787314203339436,-1.1994402537305606,-0.2486516908617245,0,-1.1861849911008195
167,2014-01-30,-1.0797479447528788,-1.0797479447528788,-1.1027498126321231,-1.116248111750537,-1.15652892280506,0.3485675606344151,0,-1.172104423294429
168,2014-01-31,-1.10245484879516,-1.10245484879516,-1.0836002122741406,-1.0920921317354986,-1.143019821157517,-0.1184422225663311,0,-1.1076034053021189
169,2014-02-03,-1.1707345664923046,-1.1707345664923046,-1.1011804898256794,-1.1460405178182176,-1.0788114036480627,-0.0602760882030828,0,-1.0816972675229124
170,2014-02-04,-1.1450106453289648,-1.1450106453289648,-1.1526652355180356,-1.129292267240738,-1.1136173645263288,-0.5323734208366162,0,-1.1084725364299204
171,2014-02-05,-1.2134489142947813,-1.2134489142947813,-1.168518786444657,-1.2394431951639346,-1.1517608708393203,0.0539893635663439,-1,-1.103170514782328
172,2014-02-06,-1.1505681171618087,-1.1505681171618087,-1.1760532873418124,-1.132513279586675,-1.1835473534533782,-0.2699785163857738,0,-1.172628905139137
173,2014-02-07,-1.0211543920968589,-1.0211543920968589,-1.0737111658127598,-1.074538973624283,-1.1086906200051774,0.431126677545937,0,-1.139843605804848
174,2014-02-10,-0.8618880526602869,-0.8618880526602869,-0.8748351461105384,-0.9180088773733708,-0.9763005599169736,1.349202227421463,1,-1.0602423729569945
175,2014-02-11,-0.8609353821433676,-0.8609353821433676,-0.8293151294252464,-0.8635774085493109,-0.8232497749390789,0.835723131098028,1,-0.8889136033791056
176,2014-02-12,-0.8815781667323235,-0.8815781667323235,-0.8910026065068131,-0.8374890975689094,-0.8739488634477587,-0.421673796124991,1,-0.8053810209892969
177,2014-02-13,-0.8131394434648772,-0.8131394434648772,-0.8211528095887838,-0.8547204308877292,-0.912728276748552,0.2268979074583428,0,-0.8049985937591975
178,2014-02-14,-0.8353702393995135,-0.8353702393995135,-0.8343379054815263,-0.7943307112186321,-0.8370767164039076,-0.1981168806476568,1,-0.7949554397623809
179,2014-02-18,-0.7485120837175522,-0.7485120837175522,-0.7696680638964275,-0.7241176180367728,-0.7235997169167881,0.5229524023528924,1,-0.7838146397690451
180,2014-02-19,-0.908254758412584,-0.908254758412584,-0.8057701228666424,-0.8521437592320787,-0.7480752016735931,2.0756088948715883,1,-0.7187598232917638
181,2014-02-20,-0.648950745873408,-0.648950745873408,-0.6251021996552681,-0.6450473168248321,-0.568323825864666,2.491993018761253,1,-0.8397355947910052
182,2014-02-21,-0.6548260016960401,-0.6548260016960401,-0.6444089792899017,-0.5980238078068305,-0.6218837000821432,0.1790885701546967,0,-0.6738528678353347
183,2014-02-24,-0.5270000608259551,-0.5270000608259551,-0.5756578655156592,-0.6120343591482117,-0.6676560440696724,0.2834741826238452,0,-0.5694363503247333
184,2014-02-25,-0.0450728036095908,-0.0450728036095908,0.0653919762161556,-0.2878623421215504,-0.3300856039638786,5.826018605531526,-1,-0.5147693967140293
185,2014-02-26,0.0343223120548723,0.0343223120548723,0.1564324586703871,0.0189175443743422,0.1241404611551163,3.99152550180098,1,0.1160712227152166
186,2014-02-27,0.027018050456861,0.027018050456861,0.1077724491212649,0.0322835246569388,0.1665754870611512,2.4791605838080177,1,0.0877320123475036
